Time(Iteration),CascadeUCB
0,0.0
1,0.0
2,1.0
3,2.0
4,2.0
5,2.0
6,2.0
7,2.0
8,2.0
9,2.0
10,2.0
11,2.0
12,2.0
13,2.0
14,2.0
15,2.0
16,2.0
17,3.0
18,3.0
19,3.0
20,5.0
21,5.0
22,6.0
23,6.0
24,6.0
25,6.0
26,8.0
27,8.0
28,8.0
29,8.0
30,8.0
31,8.0
32,8.0
33,8.0
34,8.0
35,8.0
36,8.0
37,9.0
38,9.0
39,9.0
40,9.0
41,9.0
42,10.0
43,10.0
44,12.0
45,12.0
46,12.0
47,14.0
48,14.0
49,14.0
50,14.0
51,14.0
52,14.0
53,14.0
54,14.0
55,15.0
56,15.0
57,15.0
58,15.0
59,15.0
60,15.0
61,16.0
62,17.0
63,17.0
64,18.0
65,18.0
66,19.0
67,19.0
68,20.0
69,20.0
70,20.0
71,20.0
72,20.0
73,20.0
74,20.0
75,20.0
76,20.0
77,20.0
78,21.0
79,22.0
80,22.0
81,22.0
82,22.0
83,24.0
84,25.0
85,25.0
86,25.0
87,25.0
88,25.0
89,25.0
90,25.0
91,25.0
92,25.0
93,25.0
94,25.0
95,25.0
96,25.0
97,26.0
98,27.0
99,27.0
