Time(Iteration),CascadeUCB
0,0.0
1,0.0
2,0.0
3,1.0
4,2.0
5,2.0
6,2.0
7,2.0
8,2.0
9,2.0
10,2.0
11,2.0
12,2.0
13,2.0
14,2.0
15,2.0
16,2.0
17,2.0
18,4.0
19,4.0
20,4.0
21,4.0
22,4.0
23,4.0
24,5.0
25,5.0
26,5.0
27,5.0
28,5.0
29,5.0
30,5.0
31,5.0
32,5.0
33,5.0
34,5.0
35,5.0
36,5.0
37,5.0
38,5.0
39,5.0
40,5.0
41,5.0
42,5.0
43,5.0
44,6.0
45,6.0
46,6.0
47,7.0
48,7.0
49,7.0
50,7.0
51,7.0
52,7.0
53,7.0
54,7.0
55,7.0
56,7.0
57,7.0
58,7.0
59,7.0
60,7.0
61,7.0
62,8.0
63,8.0
64,8.0
65,8.0
66,8.0
67,8.0
68,8.0
69,8.0
70,8.0
71,9.0
72,9.0
73,9.0
74,10.0
75,12.0
76,12.0
77,12.0
78,12.0
79,13.0
80,13.0
81,13.0
82,13.0
83,13.0
84,13.0
85,13.0
86,13.0
87,13.0
88,13.0
89,13.0
90,14.0
91,14.0
92,14.0
93,14.0
94,14.0
95,14.0
96,15.0
97,15.0
98,15.0
99,15.0
100,15.0
101,16.0
102,16.0
103,16.0
104,16.0
105,16.0
106,16.0
107,17.0
108,17.0
109,17.0
110,17.0
111,17.0
112,17.0
113,17.0
114,17.0
115,17.0
116,17.0
117,18.0
118,19.0
119,19.0
120,19.0
121,19.0
122,19.0
123,19.0
124,19.0
125,19.0
126,20.0
127,20.0
128,20.0
129,20.0
130,20.0
131,20.0
132,20.0
133,20.0
134,20.0
135,20.0
136,20.0
137,21.0
138,21.0
139,21.0
140,21.0
141,21.0
142,21.0
143,21.0
144,21.0
145,21.0
146,22.0
147,22.0
148,22.0
149,22.0
150,22.0
151,22.0
152,22.0
153,22.0
154,22.0
155,22.0
156,22.0
157,22.0
158,22.0
159,22.0
160,22.0
161,22.0
162,23.0
163,23.0
164,23.0
165,24.0
166,24.0
167,24.0
168,25.0
169,25.0
170,25.0
171,26.0
172,26.0
173,27.0
174,27.0
175,28.0
176,28.0
177,28.0
178,28.0
179,28.0
180,28.0
181,28.0
182,29.0
183,29.0
184,29.0
185,29.0
186,29.0
187,29.0
188,29.0
189,30.0
190,30.0
191,30.0
192,30.0
193,30.0
194,30.0
195,30.0
196,30.0
197,30.0
198,30.0
199,30.0
200,30.0
201,31.0
202,31.0
203,31.0
204,32.0
205,33.0
206,33.0
207,34.0
208,34.0
209,34.0
210,34.0
211,34.0
212,34.0
213,35.0
214,35.0
215,35.0
216,35.0
217,35.0
218,35.0
219,35.0
220,35.0
221,36.0
222,36.0
223,36.0
224,36.0
225,36.0
226,37.0
227,38.0
228,38.0
229,38.0
230,38.0
231,38.0
232,38.0
233,38.0
234,38.0
235,38.0
236,39.0
237,39.0
238,40.0
239,40.0
240,41.0
241,41.0
242,41.0
243,41.0
244,41.0
245,41.0
246,41.0
247,41.0
248,41.0
249,41.0
250,41.0
251,41.0
252,42.0
253,42.0
254,42.0
255,42.0
256,42.0
257,42.0
258,42.0
259,43.0
260,43.0
261,43.0
262,43.0
263,43.0
264,43.0
265,43.0
266,43.0
267,43.0
268,43.0
269,44.0
270,44.0
271,44.0
272,44.0
273,44.0
274,44.0
275,44.0
276,44.0
277,44.0
278,44.0
279,44.0
280,44.0
281,44.0
282,44.0
283,44.0
284,44.0
285,44.0
286,44.0
287,44.0
288,44.0
289,44.0
290,44.0
291,44.0
292,44.0
293,44.0
294,44.0
295,44.0
296,44.0
297,45.0
298,45.0
299,45.0
300,45.0
301,45.0
302,45.0
303,45.0
304,45.0
305,45.0
306,45.0
307,45.0
308,45.0
309,45.0
310,45.0
311,45.0
312,45.0
313,45.0
314,45.0
315,45.0
316,45.0
317,45.0
318,45.0
319,45.0
320,45.0
321,45.0
322,45.0
323,45.0
324,46.0
325,46.0
326,47.0
327,47.0
328,47.0
329,47.0
330,47.0
331,47.0
332,47.0
333,47.0
334,48.0
335,48.0
336,48.0
337,48.0
338,48.0
339,48.0
340,48.0
341,49.0
342,49.0
343,49.0
344,49.0
345,49.0
346,50.0
347,50.0
348,50.0
349,50.0
350,50.0
351,50.0
352,50.0
353,50.0
354,50.0
355,50.0
356,50.0
357,50.0
358,50.0
359,50.0
360,50.0
361,50.0
362,50.0
363,50.0
364,50.0
365,50.0
366,50.0
367,50.0
368,50.0
369,51.0
370,51.0
371,51.0
372,51.0
373,51.0
374,51.0
375,51.0
376,51.0
377,51.0
378,51.0
379,51.0
380,51.0
381,51.0
382,51.0
383,51.0
384,51.0
385,51.0
386,51.0
387,51.0
388,51.0
389,51.0
390,51.0
391,51.0
392,51.0
393,51.0
394,51.0
395,51.0
396,53.0
397,53.0
398,53.0
399,53.0
400,53.0
401,53.0
402,53.0
403,53.0
404,53.0
405,53.0
406,53.0
407,53.0
408,53.0
409,53.0
410,53.0
411,53.0
412,53.0
413,53.0
414,53.0
415,53.0
416,54.0
417,54.0
418,54.0
419,54.0
420,54.0
421,54.0
422,54.0
423,54.0
424,54.0
425,54.0
426,56.0
427,56.0
428,56.0
429,57.0
430,57.0
431,57.0
432,57.0
433,57.0
434,57.0
435,57.0
436,57.0
437,57.0
438,57.0
439,57.0
440,57.0
441,57.0
442,57.0
443,57.0
444,57.0
445,57.0
446,57.0
447,57.0
448,57.0
449,57.0
450,57.0
451,57.0
452,58.0
453,58.0
454,58.0
455,58.0
456,59.0
457,59.0
458,59.0
459,59.0
460,59.0
461,60.0
462,60.0
463,60.0
464,60.0
465,60.0
466,60.0
467,60.0
468,60.0
469,60.0
470,60.0
471,60.0
472,60.0
473,60.0
474,60.0
475,60.0
476,60.0
477,60.0
478,60.0
479,60.0
480,60.0
481,60.0
482,60.0
483,60.0
484,60.0
485,60.0
486,61.0
487,61.0
488,62.0
489,63.0
490,63.0
491,63.0
492,64.0
493,64.0
494,64.0
495,64.0
496,64.0
497,64.0
498,64.0
499,64.0
500,64.0
501,64.0
502,64.0
503,64.0
504,64.0
505,65.0
506,66.0
507,66.0
508,66.0
509,66.0
510,66.0
511,66.0
512,66.0
513,66.0
514,67.0
515,67.0
516,67.0
517,67.0
518,67.0
519,67.0
520,67.0
521,67.0
522,67.0
523,67.0
524,67.0
525,67.0
526,67.0
527,68.0
528,68.0
529,68.0
530,68.0
531,68.0
532,69.0
533,69.0
534,69.0
535,69.0
536,69.0
537,69.0
538,69.0
539,69.0
540,69.0
541,69.0
542,69.0
543,69.0
544,69.0
545,69.0
546,69.0
547,69.0
548,69.0
549,69.0
550,69.0
551,69.0
552,69.0
553,69.0
554,70.0
555,70.0
556,70.0
557,70.0
558,70.0
559,70.0
560,70.0
561,70.0
562,70.0
563,71.0
564,72.0
565,72.0
566,72.0
567,72.0
568,72.0
569,73.0
