Time(Iteration),CascadeUCB
0,0.0
1,0.0
2,0.0
3,0.0
4,1.0
5,1.0
6,1.0
7,1.0
8,3.0
9,3.0
10,5.0
11,6.0
12,6.0
13,6.0
14,6.0
15,6.0
16,6.0
17,6.0
18,6.0
19,6.0
20,6.0
21,6.0
22,7.0
23,7.0
24,7.0
25,7.0
26,7.0
27,7.0
28,7.0
29,7.0
30,7.0
31,7.0
32,8.0
33,8.0
34,8.0
35,9.0
36,9.0
37,10.0
38,10.0
39,10.0
40,10.0
41,10.0
42,10.0
43,10.0
44,10.0
45,10.0
46,11.0
47,11.0
48,11.0
49,12.0
50,14.0
51,15.0
52,16.0
53,16.0
54,17.0
55,18.0
56,18.0
57,18.0
58,18.0
59,18.0
60,19.0
61,19.0
62,19.0
63,19.0
64,21.0
65,21.0
66,21.0
67,21.0
68,21.0
69,22.0
70,22.0
71,22.0
72,22.0
73,22.0
74,23.0
75,23.0
76,23.0
77,23.0
78,23.0
79,23.0
80,24.0
81,24.0
82,24.0
83,24.0
84,24.0
85,24.0
86,24.0
87,24.0
88,24.0
89,24.0
90,24.0
91,24.0
92,24.0
93,24.0
94,24.0
95,24.0
96,24.0
97,25.0
98,25.0
99,25.0
100,25.0
101,25.0
102,25.0
103,25.0
104,25.0
105,25.0
106,25.0
107,25.0
108,25.0
109,25.0
110,25.0
111,25.0
112,25.0
113,25.0
114,25.0
115,25.0
116,25.0
117,25.0
118,25.0
119,25.0
120,25.0
121,25.0
122,26.0
123,26.0
124,26.0
125,26.0
126,26.0
127,26.0
128,26.0
129,26.0
130,26.0
131,26.0
132,26.0
133,26.0
134,26.0
135,26.0
136,26.0
137,26.0
138,26.0
139,26.0
140,26.0
141,26.0
142,26.0
143,26.0
144,26.0
145,26.0
146,26.0
147,26.0
148,26.0
149,26.0
150,26.0
151,26.0
152,26.0
153,26.0
154,26.0
155,26.0
156,26.0
157,26.0
158,26.0
159,26.0
160,26.0
161,26.0
162,26.0
163,26.0
164,26.0
165,26.0
166,26.0
167,26.0
168,26.0
169,26.0
170,26.0
171,26.0
172,26.0
173,26.0
174,26.0
175,26.0
176,26.0
177,26.0
178,26.0
179,26.0
180,26.0
181,26.0
182,26.0
183,26.0
184,26.0
185,26.0
186,26.0
187,26.0
188,26.0
189,26.0
190,26.0
191,26.0
192,26.0
193,26.0
194,26.0
195,26.0
196,26.0
197,26.0
198,26.0
199,26.0
200,26.0
201,26.0
202,26.0
203,26.0
204,26.0
205,26.0
206,26.0
207,26.0
208,26.0
209,26.0
210,26.0
211,26.0
212,26.0
213,26.0
214,26.0
215,26.0
216,26.0
217,26.0
218,26.0
219,26.0
220,26.0
221,26.0
222,26.0
223,26.0
224,26.0
225,26.0
226,26.0
227,26.0
228,26.0
229,26.0
230,26.0
231,26.0
232,26.0
233,26.0
234,26.0
235,26.0
236,26.0
237,26.0
238,26.0
239,26.0
240,26.0
241,26.0
242,26.0
243,26.0
244,26.0
245,26.0
246,26.0
247,26.0
248,26.0
249,26.0
250,26.0
251,26.0
252,26.0
253,26.0
254,26.0
255,26.0
256,26.0
257,26.0
258,26.0
259,26.0
260,26.0
261,26.0
262,26.0
263,26.0
264,26.0
265,26.0
266,26.0
267,26.0
268,26.0
269,26.0
270,26.0
271,26.0
272,26.0
273,26.0
274,26.0
275,26.0
276,26.0
277,26.0
278,26.0
279,26.0
280,26.0
281,26.0
282,26.0
283,26.0
284,26.0
285,26.0
286,26.0
287,26.0
288,26.0
289,26.0
290,26.0
291,26.0
292,26.0
293,26.0
294,26.0
295,26.0
296,26.0
297,26.0
298,26.0
299,26.0
300,26.0
301,27.0
302,27.0
303,27.0
304,27.0
305,27.0
306,27.0
307,27.0
308,27.0
309,27.0
310,27.0
311,27.0
312,27.0
313,27.0
314,27.0
315,27.0
316,27.0
317,27.0
318,27.0
319,27.0
320,27.0
321,27.0
322,27.0
323,27.0
324,27.0
325,27.0
326,27.0
327,27.0
328,27.0
329,27.0
330,27.0
331,27.0
332,27.0
333,28.0
334,28.0
335,28.0
336,28.0
337,28.0
338,28.0
339,28.0
340,28.0
341,29.0
342,30.0
343,30.0
344,30.0
345,30.0
346,30.0
347,30.0
348,30.0
349,30.0
350,31.0
351,31.0
352,31.0
353,31.0
354,32.0
355,32.0
356,32.0
357,32.0
358,33.0
359,33.0
360,33.0
361,34.0
362,34.0
363,34.0
364,35.0
365,35.0
366,35.0
367,35.0
368,35.0
369,35.0
370,35.0
371,35.0
372,35.0
373,35.0
374,36.0
375,36.0
376,36.0
377,37.0
378,37.0
379,37.0
380,37.0
381,37.0
382,38.0
383,38.0
384,38.0
385,39.0
386,40.0
387,41.0
388,41.0
389,41.0
390,41.0
391,41.0
392,41.0
393,41.0
394,41.0
395,41.0
396,41.0
397,41.0
398,41.0
399,41.0
400,41.0
401,41.0
402,41.0
403,41.0
404,41.0
405,41.0
406,41.0
407,41.0
408,41.0
409,41.0
410,41.0
411,42.0
412,42.0
413,42.0
414,42.0
415,42.0
416,42.0
417,43.0
418,43.0
419,43.0
420,43.0
421,43.0
422,43.0
423,43.0
424,43.0
425,43.0
426,43.0
427,44.0
428,44.0
429,44.0
430,45.0
431,45.0
432,45.0
433,46.0
434,46.0
435,46.0
436,46.0
437,46.0
438,46.0
439,46.0
440,46.0
441,46.0
442,46.0
443,46.0
444,46.0
445,46.0
446,46.0
447,46.0
448,46.0
449,46.0
450,46.0
451,46.0
452,46.0
453,46.0
454,46.0
455,46.0
456,46.0
457,46.0
458,46.0
459,46.0
460,46.0
461,46.0
462,46.0
463,46.0
464,46.0
465,46.0
466,46.0
467,46.0
468,46.0
469,46.0
470,46.0
471,46.0
472,46.0
473,46.0
474,46.0
475,46.0
476,46.0
477,46.0
478,46.0
479,46.0
480,46.0
481,46.0
482,46.0
483,46.0
484,46.0
485,46.0
486,46.0
487,46.0
488,46.0
489,46.0
490,46.0
491,46.0
492,46.0
493,46.0
494,46.0
495,46.0
496,46.0
497,46.0
498,46.0
499,46.0
500,46.0
501,46.0
502,46.0
503,46.0
504,46.0
505,46.0
506,46.0
507,46.0
508,46.0
509,46.0
510,46.0
511,46.0
512,46.0
513,46.0
514,46.0
515,46.0
516,46.0
517,46.0
518,46.0
519,46.0
520,46.0
521,46.0
522,46.0
523,46.0
524,46.0
525,46.0
526,46.0
527,46.0
528,46.0
529,46.0
530,46.0
531,46.0
532,46.0
533,46.0
534,46.0
535,46.0
536,46.0
537,46.0
538,46.0
539,46.0
540,46.0
541,46.0
542,46.0
543,46.0
544,46.0
545,46.0
546,46.0
547,46.0
548,46.0
549,46.0
550,46.0
551,46.0
552,46.0
553,46.0
554,46.0
555,46.0
556,46.0
557,46.0
558,46.0
559,46.0
560,46.0
561,46.0
562,46.0
563,46.0
564,46.0
565,46.0
566,46.0
567,46.0
568,46.0
569,46.0
